systemName;region;route;numWaypoints;midCoords;description;fileroot;(reserved)
b_water;_boundaries;B796;;;CAN-NS/ATL;b.796;
b_water;_boundaries;B799B;;;CAN-ON/Hudson;b.799b;
b_water;_boundaries;B800;;;CAN-PE/St. Lawrence;b.800;
b_water;_boundaries;B801;;;USA-PR/ATL;b.801;
b_water;_boundaries;B802C;;;CAN-QC/St.Law;b.802c;
b_water;_boundaries;B802D;;;CAN-QC/Hudson;b.802d;
b_water;_boundaries;B803;;;CAN-BC-Queen Charlotte/PAC;b.803;
b_water;_boundaries;B805;;;CAN-BC-Vancouver/PAC;b.805;
b_water;_boundaries;B806B;;;CAN-YT/ARC;b.806b;
b_water;_boundaries;B812;;;USA-HI-Oahu/PAC;b.812;
b_water;_boundaries;B883;;;MTQ/ATL;b.883;
b_water;_boundaries;DNK/Baltic_Nor;;;;b.dnk_northsea;
b_water;_boundaries;DNK/Baltic_Fun;;;Funen;b.dnk_funen_baltic;
b_water;_boundaries;DNK/Baltic_Lol;;;Lolland;b.dnk_lolland_baltic;
b_water;_boundaries;DNK/NorthSea;;;Zealand;b.dnk_zealand_northsea;
b_water;_boundaries;DNK/Baltic_Fal;;;Falster;b.dnk_falster_baltic;
b_water;_boundaries;ESP/ATL_Fue;;;Fuerteventura;b.atl_esp_fuerteventura;
b_water;_boundaries;ESP/ATL_Gra;;;Gran Canaria;b.atl_esp_grancanaria;
b_water;_boundaries;ESP/ATL_Ten;;;Tenerife;b.atl_esp_tenerife;
b_water;_boundaries;ESP/ATL_Lan;;;Lanzarote;b.atl_esp_lanzarote;
b_water;_boundaries;ESP/MED_Mal;;;Mallorca;b.med_esp_mallorca;
b_water;_boundaries;ESP/MED_Ibi;;;Ibiza;b.med_esp_ibiza;
b_water;_boundaries;USA-HI/PAC_Haw;;;Hawaii;b.usa_hi_hawaii;
b_water;_boundaries;USA-HI/PAC_Mol;;;Molokai;b.usa_hi_molokai;
b_water;_boundaries;USA-HI/PAC_Lan;;;Lanai;b.usa_hi_lanai;
b_water;_boundaries;USA-HI/PAC_Kau;;;Kauai;b.usa_hi_kauai;
b_water;_boundaries;USA-HI/PAC_Mau;;;Maui;b.usa_hi_maui;
b_water;_boundaries;CAN-NB/ATL_Mis;;;Miscou;b.can_nb_miscou;
b_water;_boundaries;CAN-NB/ATL_Gra;;;Grand Manan;b.can_nb_grandmanan;
b_water;_boundaries;CAN-NB/ATL_Dee;;;Deer;b.can_nb_deer;
b_water;_boundaries;CAN-NB/ATL_Cam;;;Campbello;b.can_nb_campobello;
b_water;_boundaries;IMN/IrishSea;;;;b.imn_irishsea;
b_water;_boundaries;JEY/EngCh;;;;b.jey_engchannel;
