systemName;region;route;numWaypoints;midCoords;description;fileroot;(reserved)
boundaries;_boundaries;B816;32;(28.94,-108.73);;b.816;
boundaries;_boundaries;B817;49;(26.31,-105.85);;b.817;
boundaries;_boundaries;B818;9;(27.78,-103.70);;b.818;
boundaries;_boundaries;B819;24;(25.61,-103.28);;b.819;
boundaries;_boundaries;B820;15;(24.86,-101.71);;b.820;
boundaries;_boundaries;B821;34;(26.13,-100.61);;b.821;
boundaries;_boundaries;B822;2;(24.51,-100.77);;b.822;
boundaries;_boundaries;B823;14;(23.78,-100.49);;b.823;
boundaries;_boundaries;B824;37;(25.32,-99.36);;b.824;
boundaries;_boundaries;B825;20;(22.71,-99.56);;b.825;
boundaries;_boundaries;B826;7;(22.35,-98.20);;b.826;
boundaries;_boundaries;B827;12;(26.54,-107.92);;b.827;
boundaries;_boundaries;B828;19;(24.14,-106.25);;b.828;
boundaries;_boundaries;B829;14;(22.69,-105.54);;b.829;
boundaries;_boundaries;B830;12;(22.70,-104.92);;b.830;
boundaries;_boundaries;B831;17;(23.72,-103.66);;b.831;
boundaries;_boundaries;B832;2;(22.39,-104.31);;b.832;
boundaries;_boundaries;B833;47;(21.99,-103.59);;b.833;
boundaries;_boundaries;B834;9;(22.15,-102.35);;b.834;
boundaries;_boundaries;B835;3;(21.92,-101.67);;b.835;
boundaries;_boundaries;B836;2;(21.80,-101.50);;b.836;
boundaries;_boundaries;B837;14;(23.27,-101.60);;b.837;
boundaries;_boundaries;B838;2;(24.51,-100.77);;b.838;
boundaries;_boundaries;B839;11;(21.65,-100.66);;b.839;
boundaries;_boundaries;B840;11;(21.50,-99.39);;b.840;
boundaries;_boundaries;B841;8;(21.81,-98.54);;b.841;
boundaries;_boundaries;B842;8;(21.26,-98.79);;b.842;
boundaries;_boundaries;B843;23;(21.23,-104.42);;b.843;
boundaries;_boundaries;B844;9;(19.28,-103.93);;b.844;
boundaries;_boundaries;B845;25;(19.79,-102.82);;b.845;
boundaries;_boundaries;B846;7;(21.84,-102.19);;b.846;
boundaries;_boundaries;B847;12;(21.15,-101.79);;b.847;
boundaries;_boundaries;B848;29;(20.14,-101.15);;b.848;
boundaries;_boundaries;B849;12;(20.87,-100.20);;b.849;
boundaries;_boundaries;B850;6;(20.15,-100.22);;b.850;
boundaries;_boundaries;B851;8;(20.18,-99.96);;b.851;
boundaries;_boundaries;B852;7;(20.82,-99.46);;b.852;
boundaries;_boundaries;B853;34;(19.92,-99.12);;b.853;
boundaries;_boundaries;B854;6;(19.65,-98.45);;b.854;
boundaries;_boundaries;B855;13;(20.16,-98.18);;b.855;
boundaries;_boundaries;B856;28;(20.80,-98.35);;b.856;
boundaries;_boundaries;B857;19;(18.50,-101.19);;b.857;
boundaries;_boundaries;B858;5;(18.82,-103.64);;b.858;
boundaries;_boundaries;B859;14;(19.58,-100.25);;b.859;
boundaries;_boundaries;B860;15;(18.66,-100.00);;b.860;
boundaries;_boundaries;B861;5;(18.95,-99.36);;b.861;
boundaries;_boundaries;B862;26;(19.39,-99.10);;b.862;
boundaries;_boundaries;B863;5;(19.01,-98.82);;b.863;
boundaries;_boundaries;B864;3;(19.25,-98.64);;b.864;
boundaries;_boundaries;B865;3;(19.54,-98.68);;b.865;
boundaries;_boundaries;B866;16;(16.93,-98.30);;b.866;
boundaries;_boundaries;B867;10;(18.08,-98.79);;b.867;
boundaries;_boundaries;B868;11;(18.49,-99.31);;b.868;
boundaries;_boundaries;B869;5;(19.09,-99.11);;b.869;
boundaries;_boundaries;B870;6;(18.59,-98.81);;b.870;
boundaries;_boundaries;B871;32;(18.06,-97.72);;b.871;
boundaries;_boundaries;B872;43;(19.62,-97.38);;b.872;
boundaries;_boundaries;B873;32;(17.84,-95.64);;b.873;
boundaries;_boundaries;B874;25;(19.42,-98.13);;b.874;
boundaries;_boundaries;B875;12;(16.61,-94.03);;b.875;
boundaries;_boundaries;B876;2;(17.23,-93.74);;b.876;
boundaries;_boundaries;B877;9;(17.74,-93.87);;b.877;
boundaries;_boundaries;B878;35;(17.61,-92.55);;b.878;
boundaries;_boundaries;B879;16;(18.16,-91.78);;b.879;
boundaries;_boundaries;B880;7;(18.72,-89.17);MEX:CAM/QROO;b.880;
boundaries;_boundaries;B881;13;(20.33,-89.96);MEX:YUC/CAM;b.881;
boundaries;_boundaries;B882;32;(20.38,-88.20);MEX:QROO/YUC;b.882;
boundaries;_boundaries;B883;16;(14.62,-61.01);MTQ/ATL;b.883;
